Date,Close
1/13/2022 16:00:00,136.95
1/14/2022 16:00:00,133.29
1/18/2022 16:00:00,130
1/19/2022 16:00:00,128.14
1/20/2022 16:00:00,127.58
1/21/2022 16:00:00,118.1
1/24/2022 16:00:00,117.3
1/25/2022 16:00:00,115.3
1/26/2022 16:00:00,111
1/27/2022 16:00:00,105.64
1/28/2022 16:00:00,110.38
1/31/2022 16:00:00,122.29
2/1/2022 16:00:00,127.61
2/2/2022 16:00:00,114.04
2/3/2022 16:00:00,101.5
2/4/2022 16:00:00,108.87
2/7/2022 16:00:00,102.81
2/8/2022 16:00:00,102.29
2/9/2022 16:00:00,112.84
2/10/2022 16:00:00,108.94
2/11/2022 16:00:00,107.88
2/14/2022 16:00:00,111.64
2/15/2022 16:00:00,115.21
2/16/2022 16:00:00,109
2/17/2022 16:00:00,104.02
2/18/2022 16:00:00,97.72
2/22/2022 16:00:00,93.91
2/23/2022 16:00:00,88.72
2/24/2022 16:00:00,94.99
2/25/2022 16:00:00,119.82
2/28/2022 16:00:00,127.5
3/1/2022 16:00:00,126.06
3/2/2022 16:00:00,124.26
3/3/2022 16:00:00,114.22
3/4/2022 16:00:00,106.52
